query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance
cheap flights tokyo,Flight deals to Tokyo,1,1,35,1,0.003246753246753247,35
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,43,1,0.003246753246753247,43
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,35,1,0.0033112582781456954,35
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,60,1,0.0031545741324921135,60
weather new york,NYC weather today,1,1,33,1,0.0033112582781456954,33
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,17,1,0.003246753246753247,17
cheap flights tokyo,Cheapest Tokyo flights,2,1,5,1,0.003246753246753247,5
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,1,57,1,0.0031545741324921135,57
best programming languages 2025,Most in-demand coding skills,3,1,32,1,0.0031545741324921135,32
cheap flights tokyo,Flight deals to Tokyo,1,1,22,1,0.003246753246753247,22
cheap flights tokyo,Cheapest Tokyo flights,2,1,13,1,0.003246753246753247,13
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,41,1,0.003355704697986577,41
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,1,41,1,0.003355704697986577,41
best programming languages 2025,Best languages to learn,1,1,38,1,0.0031545741324921135,38
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,23,1,0.0031545741324921135,23
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,10,1,0.0031545741324921135,10
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,47,1,0.003246753246753247,47
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,51,1,0.003246753246753247,51
best programming languages 2025,Best languages to learn,1,1,11,1,0.0031545741324921135,11
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,30,1,0.003246753246753247,30
learn python,Python for beginners,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,3,1,0.003246753246753247,3
cheap flights tokyo,Flight deals to Tokyo,1,1,9,1,0.003246753246753247,9
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,13,1,0.003246753246753247,13
cheap flights tokyo,Cheapest Tokyo flights,2,1,4,1,0.003246753246753247,4
cheap flights tokyo,Best airlines to Japan,3,1,44,1,0.003246753246753247,44
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,35,1,0.003246753246753247,35
learn python,Python for beginners,3,1,36,1,0.003246753246753247,36
learn python,Python tutorial,1,1,33,1,0.003246753246753247,33
learn python,Learn Python fast,2,1,31,1,0.003246753246753247,31
learn python,Python for beginners,3,1,23,1,0.003246753246753247,23
weather new york,NYC weather today,1,1,14,1,0.0033112582781456954,14
weather new york,Weather forecast,2,1,21,1,0.0033112582781456954,21
weather new york,New York climate,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,6,1,0.003355704697986577,6
best laptop gaming,Laptop B specs,2,1,27,1,0.003355704697986577,27
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,29,1,0.0031545741324921135,29
best programming languages 2025,Top programming languages,2,1,19,1,0.0031545741324921135,19
best programming languages 2025,Most in-demand coding skills,3,1,55,1,0.0031545741324921135,55
learn python,Python tutorial,1,1,10,1,0.003246753246753247,10
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,17,1,0.003246753246753247,17
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,54,1,0.003246753246753247,54
learn python,Python for beginners,3,0,0,1,0.0,0
weather new york,NYC weather today,1,1,49,1,0.0033112582781456954,49
weather new york,Weather forecast,2,1,23,1,0.0033112582781456954,23
weather new york,New York climate,3,1,28,1,0.0033112582781456954,28
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,4,1,0.003355704697986577,4
best laptop gaming,Laptop B specs,2,1,59,1,0.003355704697986577,59
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,49,1,0.003246753246753247,49
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,47,1,0.003246753246753247,47
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,4,1,0.003246753246753247,4
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,36,1,0.003246753246753247,36
cheap flights tokyo,Cheapest Tokyo flights,2,1,52,1,0.003246753246753247,52
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,53,1,0.003246753246753247,53
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,48,1,0.003246753246753247,48
weather new york,NYC weather today,1,1,10,1,0.0033112582781456954,10
weather new york,Weather forecast,2,1,60,1,0.0033112582781456954,60
weather new york,New York climate,3,1,21,1,0.0033112582781456954,21
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,1,53,1,0.0033112582781456954,53
weather new york,New York climate,3,1,51,1,0.0033112582781456954,51
weather new york,NYC weather today,1,1,56,1,0.0033112582781456954,56
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,1,27,1,0.0031545741324921135,27
best programming languages 2025,Most in-demand coding skills,3,1,27,1,0.0031545741324921135,27
learn python,Python tutorial,1,1,39,1,0.003246753246753247,39
learn python,Learn Python fast,2,1,28,1,0.003246753246753247,28
learn python,Python for beginners,3,1,42,1,0.003246753246753247,42
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,20,1,0.003246753246753247,20
cheap flights tokyo,Best airlines to Japan,3,1,50,1,0.003246753246753247,50
cheap flights tokyo,Flight deals to Tokyo,1,1,3,1,0.003246753246753247,3
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,1,57,1,0.003246753246753247,57
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,37,1,0.0031545741324921135,37
best laptop gaming,Laptop A review,1,1,6,1,0.003355704697986577,6
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,16,1,0.003355704697986577,16
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,1,20,1,0.003355704697986577,20
weather new york,NYC weather today,1,1,43,1,0.0033112582781456954,43
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,37,1,0.0033112582781456954,37
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,1,58,1,0.003246753246753247,58
learn python,Python for beginners,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,20,1,0.003246753246753247,20
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,20,1,0.0031545741324921135,20
best programming languages 2025,Top programming languages,2,1,60,1,0.0031545741324921135,60
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,1,55,1,0.003355704697986577,55
best laptop gaming,Laptop B specs,2,1,6,1,0.003355704697986577,6
best laptop gaming,Top gaming laptops,3,1,20,1,0.003355704697986577,20
weather new york,NYC weather today,1,1,44,1,0.0033112582781456954,44
weather new york,Weather forecast,2,0,0,1,0.0,0
weather new york,New York climate,3,1,31,1,0.0033112582781456954,31
learn python,Python tutorial,1,1,4,1,0.003246753246753247,4
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,0,0.0,0
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,0,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,0,0,0,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0
best programming languages 2025,Top programming languages,2,1,21,1,0.0031545741324921135,21
best programming languages 2025,Most in-demand coding skills,3,1,47,1,0.0031545741324921135,47
learn python,Python tutorial,1,1,6,1,0.003246753246753247,6
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,1,33,1,0.003246753246753247,33
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,49,1,0.003246753246753247,49
cheap flights tokyo,Cheapest Tokyo flights,2,1,42,1,0.003246753246753247,42
cheap flights tokyo,Best airlines to Japan,3,1,36,1,0.003246753246753247,36
best laptop gaming,Laptop A review,1,1,53,1,0.003355704697986577,53
best laptop gaming,Laptop B specs,2,1,9,1,0.003355704697986577,9
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
learn python,Python tutorial,1,1,19,1,0.003246753246753247,19
learn python,Learn Python fast,2,1,21,1,0.003246753246753247,21
learn python,Python for beginners,3,0,0,1,0.0,0
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,42,1,0.003246753246753247,42
learn python,Python for beginners,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,1,29,1,0.003355704697986577,29
best laptop gaming,Top gaming laptops,3,1,9,1,0.003355704697986577,9
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,48,1,0.0031545741324921135,48
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,33,1,0.0031545741324921135,33
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,43,1,0.003246753246753247,43
learn python,Learn Python fast,2,1,48,1,0.003246753246753247,48
learn python,Python for beginners,3,1,42,1,0.003246753246753247,42
best programming languages 2025,Best languages to learn,1,1,13,1,0.0031545741324921135,13
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,19,1,0.0031545741324921135,19
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,1,32,1,0.003246753246753247,32
learn python,Python for beginners,3,1,33,1,0.003246753246753247,33
cheap flights tokyo,Flight deals to Tokyo,1,1,4,1,0.003246753246753247,4
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0
best programming languages 2025,Top programming languages,2,1,13,1,0.0031545741324921135,13
best programming languages 2025,Most in-demand coding skills,3,1,55,1,0.0031545741324921135,55
learn python,Python tutorial,1,1,24,1,0.003246753246753247,24
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,1,53,1,0.003246753246753247,53
learn python,Python tutorial,1,1,23,1,0.003246753246753247,23
learn python,Learn Python fast,2,1,17,1,0.003246753246753247,17
learn python,Python for beginners,3,1,19,1,0.003246753246753247,19
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,1,41,1,0.003246753246753247,41
cheap flights tokyo,Best airlines to Japan,3,1,15,1,0.003246753246753247,15
weather new york,NYC weather today,1,1,13,1,0.0033112582781456954,13
weather new york,Weather forecast,2,1,14,1,0.0033112582781456954,14
weather new york,New York climate,3,1,8,1,0.0033112582781456954,8
learn python,Python tutorial,1,0,0,1,0.0,0
learn python,Learn Python fast,2,0,0,0,0.0,0
learn python,Python for beginners,3,0,0,0,0.0,0
learn python,Python tutorial,1,0,0,0,0.0,0
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,36,1,0.0031545741324921135,36
best programming languages 2025,Top programming languages,2,1,14,1,0.0031545741324921135,14
best programming languages 2025,Most in-demand coding skills,3,1,12,1,0.0031545741324921135,12
best laptop gaming,Laptop A review,1,1,5,1,0.003355704697986577,5
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,21,1,0.003246753246753247,21
learn python,Learn Python fast,2,0,0,1,0.0,0
learn python,Python for beginners,3,0,0,1,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0
cheap flights tokyo,Flight deals to Tokyo,1,1,47,1,0.003246753246753247,47
cheap flights tokyo,Cheapest Tokyo flights,2,1,39,1,0.003246753246753247,39
cheap flights tokyo,Best airlines to Japan,3,1,40,1,0.003246753246753247,40
cheap flights tokyo,Flight deals to Tokyo,1,1,8,1,0.003246753246753247,8
cheap flights tokyo,Cheapest Tokyo flights,2,1,7,1,0.003246753246753247,7
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0
best programming languages 2025,Best languages to learn,1,1,15,1,0.0031545741324921135,15
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0
best programming languages 2025,Most in-demand coding skills,3,1,39,1,0.0031545741324921135,39
weather new york,NYC weather today,1,1,42,1,0.0033112582781456954,42
weather new york,Weather forecast,2,1,4,1,0.0033112582781456954,4
weather new york,New York climate,3,0,0,1,0.0,0
learn python,Python tutorial,1,1,59,1,0.003246753246753247,59
learn python,Learn Python fast,2,1,7,1,0.003246753246753247,7
learn python,Python for beginners,3,0,0,1,0.0,0
best laptop gaming,Laptop A review,1,1,19,1,0.003355704697986577,19
best laptop gaming,Laptop B specs,2,1,33,1,0.003355704697986577,33
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0
best laptop gaming,Laptop A review,1,0,0,1,0.0,0
best laptop gaming,Laptop B specs,2,1,18,1,0.003355704697986577,18
best laptop gaming,Top gaming laptops,3,1,49,1,0.003355704697986577,49
cheap flights tokyo,Flight deals to Tokyo,1,1,25,1,0.003246753246753247,25
cheap flights tokyo,Cheapest Tokyo flights,2,1,6,1,0.003246753246753247,6
cheap flights tokyo,Best airlines to Japan,3,1,35,1,0.003246753246753247,35
best programming languages 2025,Best languages to learn,1,1,35,1,0.0031545741324921135,35
best programming languages 2025,Top programming languages,2,1,16,1,0.0031545741324921135,16
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0
weather new york,NYC weather today,1,0,0,1,0.0,0
weather new york,Weather forecast,2,0,0,0,0.0,0
weather new york,New York climate,3,1,25,1,0.0033112582781456954,25
